1,-0.367082978,-0.959948078,-1.597078811,0.146634562,-0.834046644,-0.908651259,0.271444756,0.57163456,0.281249582,4.334661813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
2,-0.381448105,-0.91452896,-1.715367037,-0.072334546,-0.932022774,-0.999212761,0.238723621,0.703202165,0.346615911,4.28556807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
3,0.130908074,-0.160571602,-0.887349455,0.194236542,0.227361428,1.106342167,0.696819513,0.83476977,-0.00200451,4.191017156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4,0.085418507,-0.015230424,0.17724458,0.070471394,1.092817241,1.03842104,0.827704054,0.83476977,-0.285258602,4.272840062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
5,-0.369477166,-1.014451019,-1.715367037,-0.353186227,-0.850375999,-0.998458082,0.238723621,0.659346296,0.324827135,4.23738347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
6,-0.40778417,-0.224158367,-1.242214133,0.346562877,-1.078986968,-1.242974138,0.565934973,0.790913902,0.106939372,4.109194251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
7,-0.343141101,-1.014451019,-1.123925907,0.203756938,-0.752399869,-0.815825719,0.304165891,0.264643481,0.063361819,4.313751515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
8,-0.345535288,-0.978115725,-1.478790585,0.03238981,-0.719741159,-0.86110647,0.304165891,0.483922823,0.194094477,4.2882955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
9,-0.316805035,-1.014451019,-0.887349455,0.060950998,0.080397234,-0.790921306,0.336887026,0.089220007,-0.045582062,4.302841794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
10,-0.328775974,-0.887277489,-0.769061229,0.094272384,-0.65442374,-0.813561681,0.500492702,0.001508271,-0.241681049,4.290113787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
11,-0.328775974,0.402625461,-1.478790585,-0.224660881,-0.001249541,-0.738848442,0.17328135,1.054049112,0.564503674,4.282840639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
12,0.32723147,-0.051565718,-0.650773002,0.684536935,-0.409483415,2.670792118,0.696819513,0.922481507,0.019784267,2.309090323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13,-0.017531566,-0.20599072,0.650397484,-0.367466821,0.292678848,1.132755938,1.154915406,0.220787613,-0.938921891,4.163742854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
14,-0.335958537,0.520715168,-1.123925907,-0.367466821,-0.082896316,-0.711679991,0.009675674,1.229472586,0.760602661,4.272840062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
15,-0.589742439,0.002937223,-1.478790585,-0.762563254,-0.768729224,-0.784883872,0.369608161,0.922481507,0.346615911,3.717353446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
16,-0.608895941,-0.959948078,-1.123925907,-0.881568204,-0.801387934,-0.726018896,0.369608161,0.264643481,0.041573043,3.695534005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
17,-0.33356435,0.92948723,-1.833655263,-0.510272761,-0.850375999,-0.835447378,0.10783908,0.878625638,0.564503674,4.168288571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
18,-0.55622381,-0.769187782,-1.123925907,-0.67687969,-0.736070514,-0.844503528,0.500492702,0.352355218,-0.045582062,3.72371745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
19,-0.587348251,-1.423223081,-1.478790585,-0.62927771,-0.752399869,-0.772054326,0.04239681,0.57163456,0.455559793,3.691897431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
20,-0.589742439,-1.078037785,-1.360502359,-0.67687969,-0.670753094,-0.734320367,0.238723621,0.396211086,0.194094477,3.676441993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
21,-0.594530814,-0.778271606,-0.887349455,-0.79588464,-0.703411804,-0.714698708,0.565934973,0.176931744,-0.198103496,3.669168846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
22,0.312866343,0.47529605,0.058956354,-0.053293754,-0.344165995,2.469292776,-0.219372272,1.492607796,0.956701647,2.556377328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
23,0.044717315,-0.387667191,0.76868571,-0.167538505,0.504960462,1.226336157,1.285799947,-0.437050413,-1.396486193,4.05555479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5
24,-0.570588937,-0.932696607,-1.005637681,-0.491231969,-0.834046644,-0.812052323,0.402329297,0.133075876,-0.110948391,3.689170001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
25,-0.580165688,-1.223378962,-0.887349455,-0.510272761,-0.605435675,-0.74111248,0.075117945,0.089220007,0.172305701,3.657349982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
